"","Date","Asia_atm ","Asia_conf ","Asia_deaths ","Asia_incidence ","Asia_recovered ","Europe_atm ","Europe_conf ","Europe_deaths ","Europe_incidence ","Europe_recovered ","Africa_atm ","Africa_conf ","Africa_deaths ","Africa_incidence ","Africa_recovered ","Oceania_atm ","Oceania_conf ","Oceania_deaths ","Oceania_incidence ","Oceania_recovered ","North America_atm ","North America_conf ","North America_deaths ","North America_incidence ","North America_recovered ","South America_atm ","South America_conf ","South America_deaths ","South America_incidence ","South America_recovered "
"154",2020-06-24,936898,1993316,84884,0.0425843167867012,1056418,827461,2276401,150098,0.0659365375432536,1448940,238070,561048,33898,0.0604190728778999,322978,662,9095,126,0.0138537658053876,8433,92255,196128,11027,0.0562234867025616,103873,2540753,4302716,200641,0.0466312440793211,1761963
"155",2020-06-25,944251,2034228,85893,0.0422238805089695,1089977,829958,2293099,150386,0.0655819918808564,1463141,247315,579443,34859,0.0601594980006662,332128,673,9133,126,0.0137961239461294,8460,95254,200013,11116,0.0555763875348102,104759,2603337,4399514,202992,0.0461396417877065,1796177
"156",2020-06-26,959770,2077080,86855,0.0418159146494117,1117310,830825,2310709,150825,0.0652721740383579,1479884,253360,597133,35806,0.0599631907799435,343773,679,9141,126,0.0137840498851329,8462,96459,202739,11247,0.0554752662289939,106280,2663281,4508410,205214,0.0455180429464046,1845129
"157",2020-06-27,971826,2120941,87777,0.0413858754203912,1149115,826994,2324316,151121,0.0650174072716447,1497322,260486,613920,36629,0.0596641256189732,353434,735,9230,126,0.0136511375947996,8495,98747,206061,11332,0.0549934242772771,107314,2716041,4607035,207507,0.0450413335257926,1890994
"158",2020-06-28,983624,2163491,88647,0.0409740553577528,1179867,829099,2337613,151344,0.0647429664362749,1508514,267523,628990,37084,0.058958012051066,361467,801,9310,126,0.0135338345864662,8509,101452,209563,11390,0.0543511974919237,108111,2763567,4692033,208969,0.0445369842880474,1928466
"159",2020-06-29,991970,2204681,89653,0.0406648399473665,1212711,838110,2355590,151629,0.0643698606293965,1517480,272890,644075,37783,0.0586624228544812,371185,841,9380,126,0.0134328358208955,8539,103402,213176,11500,0.0539460352009607,109774,2801557,4770785,210559,0.0441350846873209,1969228
"160",2020-06-30,1004034,2248129,90794,0.0403864724844526,1244095,836014,2370199,152012,0.064134699238334,1534185,280180,661238,38702,0.0585296065864333,381058,924,9466,126,0.0133107965349673,8542,105869,216765,11601,0.0535187876271538,110896,2837126,4863901,213028,0.0437977664430259,2026775
"161",2020-07-01,1014229,2292456,91864,0.040072306731296,1278227,850551,2404217,152422,0.0633977714989953,1553666,289714,680612,39715,0.0583518950591526,390898,951,9549,126,0.0131950989632422,8598,108362,220450,11747,0.0532864595146292,112088,2900389,4977656,215314,0.0432561028725167,2077267
"162",2020-07-02,1008491,2337619,92826,0.0397096361725328,1329128,854027,2421248,152776,0.063098038697399,1567221,296231,701672,40640,0.0579187996670809,405441,976,9614,126,0.0131058872477637,8638,110585,224367,11890,0.0529935329170511,113782,2815232,5095872,217984,0.0427765846551876,2280640
"163",2020-07-03,1021397,2382267,93760,0.0393574691669741,1360870,856731,2439874,153143,0.0627667658247926,1583143,304644,723757,41555,0.057415679572011,419113,981,9808,126,0.0128466557911909,8827,113305,228667,12017,0.0525524015271115,115362,2880801,5207599,220539,0.0423494589349142,2326798
"164",2020-07-04,1027285,2431799,94912,0.039029541504047,1404514,856034,2454850,153448,0.0625080962176915,1598816,313257,746225,42288,0.0566692351502563,432968,1087,9994,126,0.0126075645387232,8907,115478,232764,12132,0.0521214620817652,117286,2860639,5307515,222569,0.0419346907168421,2446876
"165",2020-07-05,1041974,2483253,96038,0.0386742712079679,1441279,861179,2469297,153685,0.0622383617685519,1608118,322520,764554,42854,0.0560509787405468,442034,1208,10136,128,0.0126282557221784,8928,118160,236757,12216,0.0515972072631432,118597,2889961,5399072,223983,0.041485462686921,2509111
"166",2020-07-06,1049834,2529053,97085,0.0383878866911844,1479219,869410,2487089,154044,0.0619374698693935,1617679,328194,783298,43590,0.0556493186501178,455104,1347,10312,128,0.0124127230411171,8965,120498,240463,12316,0.0512178588805762,119965,2908297,5477992,225519,0.0411681871751547,2569695
"167",2020-07-07,1055309,2575551,98255,0.0381491183828237,1520242,865270,2501363,154448,0.0617455363335909,1636093,338099,806940,44864,0.0555976900389124,468841,1447,10444,128,0.0122558406740712,8997,121809,244395,12435,0.0508807463327809,122586,2960373,5598807,228549,0.0408210177632485,2638434
"168",2020-07-08,1066421,2626564,99294,0.037803761872926,1560143,842924,2515132,154807,0.0615502486549414,1672208,347597,829014,45918,0.0553886906614364,481417,1532,10617,128,0.0120561363850429,9085,123165,247851,12567,0.0507038502971543,124686,3013278,5717261,231213,0.040441218268678,2703983
"169",2020-07-09,1077692,2677819,100397,0.0374920784414481,1600127,844089,2534191,155200,0.0612424241108898,1690102,358814,855652,46887,0.0547968099180508,496838,1851,10942,128,0.0116980442332298,9091,125182,251946,12665,0.0502687083740167,126764,3079258,5841379,234041,0.0400660528960713,2762121
"170",2020-07-10,1091200,2729351,101462,0.0371744051974261,1638151,849442,2551383,155557,0.0609696780138458,1701941,368270,880183,47873,0.0543898257521447,511913,1874,11122,129,0.0115986333393275,9248,126671,256018,12826,0.0500980399815638,129347,3140928,5973458,236742,0.0396323201736749,2832530
"171",2020-07-11,1104639,2780575,102568,0.0368873344542046,1675936,848519,2566489,155875,0.0607347235854118,1717970,375192,905155,48657,0.0537554341521618,529963,2125,11367,130,0.0114366147620304,9242,128783,259787,12934,0.0497869408399958,131004,3206941,6091094,239164,0.0392645393421937,2884153
"172",2020-07-12,1114031,2832489,103856,0.036665985287145,1718458,852092,2578946,156216,0.0605735831614931,1726854,381185,926376,49193,0.0531026278746427,545191,2266,11550,130,0.0112554112554113,9284,130482,263433,13021,0.0494281278351611,132951,3265326,6191109,240829,0.0388991697610234,2925783
"173",2020-07-13,1114255,2883431,104979,0.0364076685032519,1769176,861100,2598635,156472,0.0602131503654803,1737535,389765,947230,49904,0.0526841421829967,557465,2471,11822,130,0.010996447301641,9351,132348,267295,13111,0.0490506743485662,134947,3297236,6285922,242468,0.0385731798771922,2988686
"174",2020-07-14,1119498,2935568,106153,0.0361609746393202,1816070,858734,2612933,156798,0.0600084273113777,1754199,394902,968814,51049,0.0526922608467673,573912,2616,12060,133,0.011028192371476,9444,134399,271605,13252,0.0487914434564901,137206,3365935,6413196,245253,0.0382419311681726,3047261
"175",2020-07-15,1129534,2991702,107365,0.0358875984305924,1862168,856321,2629769,157205,0.0597790148108066,1773448,393774,993277,51861,0.0522120214200067,599503,2832,12384,135,0.0109011627906977,9552,137087,276523,13369,0.048346792129407,139436,3425560,6538244,248107,0.0379470389908972,3112684
"176",2020-07-16,1145798,3048249,108611,0.0356306194146213,1902451,857387,2647419,157566,0.059516835075974,1790032,404042,1019824,52901,0.0518726760695963,615782,3170,12808,138,0.0107745159275453,9638,139638,281032,13492,0.0480087676848188,141394,3493580,6682517,251059,0.0375695265720985,3188937
"177",2020-07-17,1151817,3108542,109939,0.0353667410638171,1956725,860275,2665129,157917,0.0592530417852194,1804854,407357,1046711,53960,0.0515519565572541,639354,3331,13017,140,0.0107551663209649,9686,118164,285182,13626,0.047780014166392,167018,3559605,6811917,254821,0.037408118742492,3252312
"178",2020-07-18,1168708,3170075,111101,0.0350468048863197,2001367,859575,2678092,158151,0.0590536098087743,1818517,419596,1073403,54833,0.0510833303055795,653807,3583,13381,144,0.0107615275390479,9798,105664,292919,13734,0.0468866819837566,187255,3623352,6925803,257273,0.0371470282940476,3302451
"179",2020-07-19,1189275,3231276,112433,0.0347952325954205,2042001,863246,2692988,158337,0.0587960287977518,1829742,447778,1097522,55342,0.0504245017411952,649744,3731,13650,145,0.0106227106227106,9919,108294,297225,13831,0.0465337707124232,188931,3693800,7030774,259022,0.0368411785103603,3336974
"180",2020-07-20,1201961,3289301,113594,0.0345343889172806,2087340,890934,2713685,158790,0.05851452913658,1822751,451523,1118157,55902,0.049994768176562,666634,4088,14010,148,0.0105638829407566,9922,108425,301058,13944,0.0463166565910888,192633,3696080,7131921,260879,0.0365790647428652,3435841
"181",2020-07-21,1215178,3350475,114825,0.0342712600452175,2135297,887771,2729551,159094,0.0582857766716944,1841780,447719,1138836,57142,0.0501757935295337,691117,4407,14476,150,0.0103619784470848,10069,109619,305593,14100,0.0461398003226514,195974,3746896,7259426,264057,0.0363743634827327,3512530
"182",2020-07-22,1235497,3419800,116593,0.0340935142405989,2184303,887839,2745400,159433,0.0580727762803235,1857561,444865,1164451,58645,0.0503627889881154,719586,4585,14884,155,0.0104138672399893,10299,110667,309744,14208,0.0458701379203471,199077,3830930,7420997,267202,0.0360062131813286,3590067
"183",2020-07-23,1246722,3492432,117990,0.033784480270482,2245710,890259,2765909,159753,0.0577578654973826,1875650,455299,1191446,59637,0.0500543037619833,736147,4872,15178,161,0.0106074581631308,10306,112473,314700,14332,0.0455417858277725,202227,3916859,7573257,274173,0.036202785670683,3656398
"184",2020-07-24,1252045,3563756,119328,0.0334837738610612,2311711,892591,2785021,160071,0.0574756886931912,1892430,461267,1221081,60770,0.0497673782492726,759814,5064,15533,167,0.0107513036760446,10469,114249,319812,14488,0.0453016146986354,205563,3951741,7725872,277212,0.0358809982873131,3774131
"185",2020-07-25,1271879,3634429,120550,0.0331688966822574,2362550,893901,2799946,160318,0.0572575328238473,1906045,458804,1246141,61927,0.0496950184609928,787337,5436,15986,177,0.0110721881646441,10550,116753,324912,14615,0.0449814103511105,208159,3965424,7861480,279917,0.0356061454077349,3896056
"186",2020-07-26,1295486,3704019,121812,0.0328864403773307,2408533,900025,2814591,160519,0.0570310215587274,1914566,468994,1269609,62474,0.0492072756258029,800615,5813,16518,183,0.0110788231020705,10705,119031,329376,14712,0.0446662780530458,210345,3996154,7958106,281404,0.0353606750148842,3961952
"187",2020-07-27,1309082,3770169,122965,0.0326152488124538,2461087,913731,2838102,160720,0.0566293952789576,1924371,463503,1287666,63224,0.0490996888944804,824163,6044,16887,189,0.0111920412151359,10843,119981,333193,14861,0.0446017773482636,213212,4030593,8069619,284253,0.035225083117307,4039026
"188",2020-07-28,1322583,3844443,124275,0.0323258791975847,2521860,913383,2854933,161244,0.0564790837473244,1941550,462358,1308270,64396,0.0492222553448447,845912,6019,17168,198,0.0115330848089469,11149,121658,337851,15001,0.0444012301280742,216193,4096396,8202699,287338,0.0350296896180148,4106303
"189",2020-07-29,1344416,3918683,125548,0.0320383149134543,2574267,916393,2873125,161590,0.0562418968892756,1956732,462914,1331419,65256,0.0490123695095233,868505,6734,17885,211,0.011797595750629,11151,122848,342420,15157,0.0442643537176567,219572,4156996,8367312,291235,0.0348062794837816,4210316
"190",2020-07-30,1320134,3996616,126859,0.0317416033964734,2676482,920294,2894124,161890,0.0559374788364286,1973830,466448,1356302,66354,0.0489227325477659,889854,7195,18490,218,0.011790156841536,11295,123978,346732,15310,0.0441551399928475,222754,4230623,8515407,294311,0.0345621765348386,4284784
"191",2020-07-31,1348109,4081205,128178,0.0314069006580164,2733096,926129,2916692,162240,0.0556246597172413,1990563,463426,1383717,67417,0.0487216677976783,920291,7350,18869,224,0.0118713233345699,11519,125168,351391,15449,0.0439652694576697,226223,4290397,8662680,297587,0.0343527638098141,4372283
"192",2020-08-01,1359146,4157479,129495,0.0311474814424799,2798333,925926,2930253,162467,0.0554447005087957,2004327,459684,1410241,68490,0.0485661670593891,950557,7747,19487,231,0.0118540565505209,11740,126820,355931,15579,0.0437697194119085,229111,4347336,8788486,300269,0.0341661806140443,4441150
"193",2020-08-02,1377892,4231186,130719,0.0308941748247418,2853294,930247,2944923,162674,0.0552387957172395,2014676,461414,1428001,69090,0.0483823190600007,966587,7754,19912,244,0.0122539172358377,12158,128339,359620,15671,0.0435765530281964,231281,4413012,8904558,302352,0.0339547454236359,4491546
"194",2020-08-03,1390131,4303212,132044,0.0306849860058022,2913081,942048,2967624,162924,0.054900486045402,2025576,449365,1443693,69663,0.0482533336381073,994328,8160,20324,255,0.0125467427671718,12164,128646,362726,15757,0.0434405033000116,234080,4380121,8990776,304395,0.0338563656796699,4610655
"195",2020-08-04,1398398,4379500,133444,0.0304701449937207,2981102,950306,2991467,163551,0.0546725068336037,2041161,439117,1459506,70992,0.0486411155555373,1020389,8701,21041,270,0.0128320897295756,12340,127423,367226,15869,0.0432131711806898,239803,4411463,9125459,307770,0.0337265226877903,4713996
"196",2020-08-05,1404482,4460526,134890,0.0302408280996456,3056044,954338,3011095,163883,0.0544263797721427,2056757,434284,1480605,72358,0.0488705630468626,1046321,9003,21486,278,0.0129386577306153,12483,128764,371925,16003,0.0430274921019023,243161,4454327,9266631,311397,0.0336041221453622,4812304
"197",2020-08-06,1421080,4546945,136273,0.0299702327606778,3125865,962011,3034813,164168,0.0540949310550601,2072802,435004,1501266,73618,0.0490372792030193,1066262,9207,21868,289,0.0132156575818548,12661,130470,376613,16126,0.0428184900680539,246143,4523380,9413028,314761,0.0334388679179537,4889648
"198",2020-08-07,1438557,4633360,137678,0.0297145052402576,3194803,972062,3060138,164469,0.0537456153938156,2088076,437423,1521714,74866,0.0491984696204412,1084291,9192,22294,301,0.013501390508657,13102,132306,381823,16255,0.0425720818284912,249517,4579703,9553053,317936,0.0332810882552415,4973350
"199",2020-08-08,1454758,4721353,138990,0.0294385952501327,3266595,973991,3075518,164754,0.0535695125178913,2101527,435476,1542245,75973,0.0492613041377991,1106769,9264,22680,318,0.014021164021164,13416,134393,386524,16357,0.0423182001635086,252131,4619488,9681073,320464,0.0331021158501749,5061585
"200",2020-08-09,1465914,4804535,140505,0.0292442452807608,3338621,979922,3089915,164952,0.053383992763555,2109993,432774,1558721,76614,0.0491518366660871,1125947,9573,22993,336,0.014613143130518,13420,134970,389787,16452,0.042207667264429,254817,4652090,9785475,322495,0.0329564993012603,5133385
"201",2020-08-10,1480404,4883998,141882,0.0290503804465112,3403594,997418,3117892,165249,0.0530002322081714,2120474,428969,1573321,77637,0.0493459376694266,1144352,9622,23310,354,0.0151866151866152,13688,134096,393579,16535,0.0420118959598962,259483,4688792,9884965,324555,0.0328331966779852,5196173
"202",2020-08-11,1492490,4967684,143219,0.0288301349280671,3475194,1001978,3136084,165752,0.0528531761266599,2134106,425867,1587768,78840,0.0496546094895476,1161901,9785,23724,375,0.0158067779463834,13939,135450,398281,16605,0.0416916699516171,262831,4623652,10016007,327808,0.0327284116315015,5392355
"203",2020-08-12,1508412,5059582,144770,0.0286130356223103,3551170,1011354,3161579,166115,0.0525417837099753,2150225,425989,1602521,79980,0.0499088623487617,1176532,9646,23974,384,0.0160173521314758,14328,136497,402556,16719,0.0415321098182613,266059,4633164,10153700,331203,0.0326189467878704,5520536
"204",2020-08-13,1521358,5149241,146258,0.0284037977635927,3627883,1023740,3186027,166468,0.0522494002718747,2162287,428259,1620442,80998,0.0499851275145917,1192183,9820,24372,398,0.0163302150008206,14552,138975,407821,16826,0.041258297145071,268846,4723897,10299252,334404,0.0324687656928872,5575355
"205",2020-08-14,1538109,5241181,147703,0.0281812438837735,3703072,1035436,3215185,166808,0.0518813069854456,2179749,412562,1638819,82015,0.0500451849777187,1226257,9489,24672,402,0.0162937743190661,15183,140577,412534,16925,0.0410269214173862,271957,4729766,10455976,341596,0.032669929617283,5726210
"206",2020-08-15,1554238,5330078,149231,0.0279979017192619,3775840,1042515,3234990,167240,0.0516972231753421,2192475,410123,1656859,82898,0.0500332255188885,1246736,9753,24937,419,0.016802341901592,15184,142259,417318,17008,0.0407554910164431,275059,4786571,10569705,343946,0.0325407378919279,5783134
"207",2020-08-16,1517478,5410542,150690,0.0278511838555176,3893064,1047306,3249002,167437,0.0515349021022456,2201696,408520,1671160,83399,0.0499048565068575,1262640,9583,25217,444,0.0176071697664274,15634,143486,421195,17078,0.0405465402010945,277709,4801168,10667217,345848,0.0324215772492488,5866049
"208",2020-08-17,1520858,5486781,152025,0.0277075028144918,3965923,1071785,3283298,167702,0.0510773009333908,2211513,404046,1683894,83921,0.0498374600776533,1279848,9357,25444,461,0.0181182204055966,16087,144023,424198,17151,0.0404315909080194,280175,4776826,10748826,347723,0.032349858486871,5972000
"209",2020-08-18,1531078,5577827,153629,0.0275428047517429,4046749,1077116,3303615,168190,0.0509108960941272,2226499,403166,1698143,85079,0.0501011987800792,1294977,9188,25666,473,0.0184290501051975,16478,144144,428591,17250,0.040248162000602,284447,4790374,10871422,351217,0.0323064452837908,6081048
"210",2020-08-19,1548603,5672748,155245,0.0273668070571793,4124145,1088111,3327503,168624,0.0506758371066833,2239392,404033,1715117,86110,0.0502064873708324,1311084,9120,25918,486,0.0187514468709005,16798,145828,433634,17360,0.0400337611903126,287806,4816679,11002268,354750,0.0322433520070589,6185589
"211",2020-08-20,1561634,5767002,156778,0.027185355579901,4205368,1098666,3352440,168940,0.0503931464843517,2253774,407874,1733076,87073,0.0502418820640295,1325202,6690,26100,495,0.0189655172413793,19410,146769,437546,17461,0.0399066612424751,290777,4850276,11125863,357834,0.0321623590008254,6275587
"212",2020-08-21,1570297,5861131,158195,0.0269905245250447,4290834,1125004,3394213,169331,0.0498881478563661,2269209,411967,1749550,87910,0.0502472064245092,1337583,6285,26301,508,0.019314854948481,20016,148175,442563,17555,0.039666668926232,294388,4910789,11235891,360982,0.0321275811593402,6325102
"213",2020-08-22,1587336,5954394,159589,0.0268018878159557,4367058,1131741,3414529,169634,0.0496800583623686,2282788,414283,1766732,88822,0.0502747445566164,1352449,6194,26513,525,0.0198016067589484,20319,150553,447642,17665,0.0394623382077642,297089,4937081,11352130,363378,0.0320096757172443,6415049
"214",2020-08-23,1576136,6035616,160895,0.0266575938562029,4459480,1141654,3434393,169849,0.0494553185963284,2292739,416649,1780116,89225,0.0501231380426893,1363467,5834,26626,540,0.0202809284158341,20792,152651,452060,17730,0.0392204574613989,299409,4925655,11447933,365594,0.0319353720885683,6522278
"215",2020-08-24,1570758,6119841,162234,0.0265095122569361,4549083,1169703,3471068,170131,0.0490140210448196,2301365,405908,1791881,89753,0.0500887056673964,1385973,5608,26771,548,0.0204699114713683,21163,151056,456282,17827,0.0390701364507037,305226,4942342,11536072,367665,0.0318709002509693,6593730
